MEMBER_NO,ENROLLED_DATE,BIRTH_DATE,GENDER,CIVIL_STATUS,BRANCH_CODE,BRANCH_TYPE,STATE
1902018629,2018-04-11,1995-09-26,O,W,MOB,MOBILE,TAS
3345318151,2017-11-03,1992-10-19,M,M,MOB,MOBILE,NSW
7682317635,2017-02-23,2004-01-08,F,S,579,STORE,TAS
5383720002,2018-03-07,1970-10-17,M,D,311,STORE,WA
4984326672,2017-09-04,2005-12-30,M,S,MOB,MOBILE,QLD
8825664537,2017-01-24,1976-08-27,O,M,MOB,MOBILE,ACT
6522050834,2018-08-06,1982-03-05,F,S,MOB,MOBILE,VIC
3299693290,2017-12-01,1982-04-03,O,S,823,STORE,SA
915600207,2017-02-02,1996-04-12,F,M,MOB,MOBILE,SA
4843876058,2018-04-13,1984-10-07,F,D,454,STORE,WA
6157428029,2018-09-21,1985-07-21,F,S,849,STORE,NSW
6504361922,2019-06-08,1995-11-09,O,S,760,STORE,NSW
4545153710,2018-06-18,1971-12-11,F,D,MOB,MOBILE,NT
3438958402,2018-05-26,1990-01-27,O,W,MOB,MOBILE,NSW
4408502991,2019-06-18,1981-01-04,O,W,MOB,MOBILE,NSW
8160904050,2017-10-21,1971-08-21,F,M,MOB,MOBILE,QLD
18363466,2018-07-26,1976-12-19,O,M,MOB,MOBILE,VIC
4813768200,2019-01-02,1996-11-04,M,W,427,STORE,SA
5602632326,2017-10-04,1991-07-15,O,D,MOB,MOBILE,TAS
3863092970,2019-12-24,1993-06-26,F,S,MOB,MOBILE,NSW
7354121522,2017-03-21,1984-05-30,M,S,MOB,MOBILE,QLD
1727907599,2018-05-15,1986-03-03,O,S,047,STORE,QLD
4984723686,2019-04-21,1992-02-23,O,W,MOB,MOBILE,ACT
3375735131,2018-10-02,1982-12-12,M,D,985,STORE,VIC
9814533809,2017-04-20,2002-05-12,M,W,735,STORE,WA
3846842274,2017-03-02,1970-10-04,F,D,MOB,MOBILE,VIC
6571898404,2019-09-01,1981-07-17,M,M,841,STORE,TAS
1724506280,2017-09-28,1992-05-14,F,D,419,STORE,QLD
7764359405,2018-02-26,1978-02-20,M,W,MOB,MOBILE,VIC
9023487578,2017-05-18,1986-10-26,M,W,MOB,MOBILE,SA
2911423888,2018-07-09,1981-12-08,O,S,684,STORE,TAS
4593396921,2019-07-12,1981-04-16,M,M,180,STORE,SA
511622847,2018-06-12,1983-08-22,O,M,MOB,MOBILE,VIC
4920846358,2018-09-28,1982-04-21,F,W,076,STORE,WA
9089372967,2017-04-16,2000-11-15,M,D,MOB,MOBILE,SA
4129181266,2018-06-03,2000-05-11,O,D,772,STORE,NSW
1587664061,2017-11-15,1994-06-21,M,S,841,STORE,QLD
5979653923,2019-03-09,1993-07-25,M,M,697,STORE,ACT
596323278,2018-09-18,1997-08-04,F,W,589,STORE,SA
8413667138,2018-02-17,1971-05-04,F,M,MOB,MOBILE,ACT
5630637056,2017-03-07,1970-10-21,M,M,MOB,MOBILE,VIC
9647736238,2019-01-22,1993-06-20,F,D,MOB,MOBILE,SA
5730901155,2018-07-16,1983-05-28,F,D,599,STORE,SA
6151557521,2017-03-08,1993-05-13,M,M,MOB,MOBILE,SA
4086642956,2018-03-06,1988-01-23,F,W,403,STORE,WA
2543959478,2017-01-26,1988-02-12,M,M,MOB,MOBILE,WA
1035529277,2017-04-24,1975-08-27,O,W,MOB,MOBILE,ACT
5013671363,2017-12-20,1971-01-23,M,M,MOB,MOBILE,QLD
2997980455,2017-12-27,1977-01-04,O,D,MOB,MOBILE,VIC
2037176208,2018-03-19,1970-02-24,F,S,MOB,MOBILE,NSW
8464942781,2019-03-28,1979-06-03,M,W,799,STORE,TAS
80059958,2019-01-25,1986-04-14,O,D,400,STORE,NT
9877802711,2018-08-11,1982-02-14,M,D,902,STORE,ACT
5117153809,2019-01-12,2003-07-17,F,W,MOB,MOBILE,SA
1197381326,2017-01-15,1988-02-08,M,S,MOB,MOBILE,WA
6670858892,2017-10-05,1983-01-06,F,W,840,STORE,SA
2727402370,2017-05-07,1990-05-18,M,D,MOB,MOBILE,TAS
6088909819,2017-11-10,1990-02-24,O,S,MOB,MOBILE,SA
6506179387,2017-05-27,2003-10-27,O,M,845,STORE,TAS
5722405191,2019-02-18,1995-02-28,M,S,629,STORE,ACT
4192941319,2019-10-14,1985-12-17,M,S,409,STORE,NSW
6955932371,2018-11-22,1984-09-15,M,S,255,STORE,NT
7697216915,2017-09-08,1983-01-17,F,S,MOB,MOBILE,VIC
6013865806,2019-03-27,1981-08-20,O,W,952,STORE,TAS
7176423952,2017-10-08,1992-04-25,M,S,MOB,MOBILE,SA
406400478,2018-05-25,1986-08-16,F,S,070,STORE,NSW
1629128409,2017-03-15,1973-02-28,O,W,MOB,MOBILE,ACT
5417940110,2017-02-07,2004-11-12,O,D,MOB,MOBILE,ACT
1611567021,2019-04-03,1983-04-29,F,D,MOB,MOBILE,SA
178494721,2019-12-24,2002-01-13,F,S,MOB,MOBILE,VIC
7304760770,2018-08-23,1999-09-21,M,M,MOB,MOBILE,NT
9786205173,2019-04-09,1985-07-27,F,D,MOB,MOBILE,TAS
9347342201,2019-09-08,2000-10-03,O,M,MOB,MOBILE,NSW
4135334459,2017-11-07,1980-01-24,M,D,963,STORE,WA
7892398777,2018-11-20,1999-09-13,F,W,853,STORE,TAS
326952677,2017-09-05,1995-07-03,F,W,MOB,MOBILE,WA
622563550,2018-08-08,1999-05-29,M,W,MOB,MOBILE,SA
1706803548,2018-12-18,1989-03-13,F,S,359,STORE,QLD
1643126715,2017-06-07,1971-12-11,F,S,057,STORE,NT
7599854385,2018-12-18,1971-12-07,O,M,398,STORE,TAS
7836130571,2018-05-21,2001-09-26,O,M,214,STORE,SA
3272609331,2018-08-12,1994-04-08,F,D,209,STORE,QLD
550648144,2018-11-10,2000-07-04,M,M,MOB,MOBILE,VIC
3214665532,2017-04-13,1973-03-13,M,S,479,STORE,WA
3496892366,2019-01-30,1998-05-05,M,W,MOB,MOBILE,TAS
6211735098,2017-06-13,2005-12-27,F,S,MOB,MOBILE,SA
5813071941,2019-02-17,1986-08-30,M,W,MOB,MOBILE,ACT
6348717561,2019-09-22,1971-10-11,F,S,739,STORE,QLD
9642095703,2017-06-01,1991-04-27,M,W,MOB,MOBILE,TAS
6642752488,2019-03-31,1985-09-26,O,M,950,STORE,NT
3062460963,2017-09-07,1998-09-05,M,S,MOB,MOBILE,TAS
3921747709,2017-06-13,2004-07-10,M,W,MOB,MOBILE,NSW
8518824894,2018-08-28,1988-12-09,O,D,MOB,MOBILE,VIC
1092445491,2018-09-16,1990-04-11,M,D,MOB,MOBILE,ACT
2525733422,2017-11-18,1985-11-02,F,S,261,STORE,TAS
9782728891,2017-11-24,1994-07-02,F,D,MOB,MOBILE,VIC
1321378399,2017-07-02,1987-08-28,M,S,003,STORE,WA
5259876708,2019-08-31,1982-09-29,O,D,MOB,MOBILE,ACT
7318175569,2019-10-11,1988-07-05,F,M,326,STORE,TAS
742975006,2017-05-20,1997-01-07,M,D,MOB,MOBILE,QLD
5758881079,2018-12-19,1981-05-08,M,D,MOB,MOBILE,TAS
9339946142,2019-07-19,1995-07-12,O,S,MOB,MOBILE,SA
9912973993,2019-03-10,1973-04-10,M,M,864,STORE,NT
9993880437,2019-07-09,1991-08-25,F,M,279,STORE,NSW
6542234083,2017-12-18,1987-12-09,O,S,MOB,MOBILE,TAS
5087895571,2018-09-06,1987-06-02,M,M,MOB,MOBILE,SA
6452038847,2018-10-11,1975-02-15,F,S,236,STORE,VIC
8868378248,2017-07-20,1974-01-19,M,W,637,STORE,SA
3606193404,2017-08-15,1976-09-23,F,W,962,STORE,QLD
7653748245,2018-12-15,1999-11-29,M,D,MOB,MOBILE,WA
8376908131,2019-02-15,1977-07-17,O,S,195,STORE,TAS
9604088222,2017-12-06,1989-11-13,O,W,MOB,MOBILE,NSW
6734879956,2018-06-02,1974-03-17,M,M,MOB,MOBILE,ACT
2192476115,2017-12-30,1970-06-07,O,M,MOB,MOBILE,WA
9603455578,2019-10-08,1980-03-07,M,D,319,STORE,WA
1735729952,2019-11-07,1989-11-19,F,D,MOB,MOBILE,TAS
6239214143,2018-06-01,2001-12-17,O,M,MOB,MOBILE,QLD
5476727114,2019-01-21,1995-07-09,F,M,MOB,MOBILE,QLD
8685402779,2018-07-11,1991-02-15,M,D,MOB,MOBILE,SA
4726645373,2018-07-13,2004-12-14,O,M,280,STORE,NT
794087913,2017-03-06,1999-10-23,F,S,720,STORE,NT
266066103,2019-10-26,1995-09-14,O,D,646,STORE,VIC
9914204060,2018-12-10,1996-09-02,F,S,MOB,MOBILE,SA
4916036901,2019-10-19,1979-08-04,M,S,929,STORE,VIC
8338820657,2018-02-03,1992-10-03,F,W,MOB,MOBILE,WA
8471410987,2018-09-02,1987-05-23,O,D,MOB,MOBILE,QLD
5402324937,2019-12-06,1979-03-23,F,D,228,STORE,VIC
2001117512,2019-11-21,1970-02-21,M,D,MOB,MOBILE,VIC
7145145710,2017-10-18,1994-01-25,F,D,248,STORE,QLD
1259176301,2018-10-31,1978-09-07,M,M,MOB,MOBILE,VIC
8500646911,2018-10-08,1995-09-16,F,D,371,STORE,WA
9680108145,2018-11-04,1982-07-27,M,M,MOB,MOBILE,QLD
4633652534,2017-07-26,1973-10-31,O,M,639,STORE,QLD
6046502648,2018-01-03,1996-02-10,F,W,MOB,MOBILE,NT
2403008336,2017-04-08,1980-07-09,M,D,MOB,MOBILE,NT
9505754606,2018-04-03,1978-08-02,M,S,264,STORE,QLD
3901862585,2017-09-15,1979-09-19,O,D,696,STORE,NSW
5214505574,2018-04-24,1998-12-30,M,M,039,STORE,NSW
2057958588,2018-06-30,1996-03-18,F,M,MOB,MOBILE,ACT
8764561577,2018-10-11,1980-09-07,M,W,MOB,MOBILE,ACT
5176492086,2017-03-02,1987-10-01,O,S,MOB,MOBILE,ACT
1958700083,2019-04-07,1989-05-01,F,S,MOB,MOBILE,VIC
6388169745,2018-09-09,1975-06-24,M,S,MOB,MOBILE,ACT
7277205958,2017-07-12,1990-10-29,M,S,437,STORE,TAS
6455497687,2018-11-14,1983-08-28,M,W,416,STORE,NSW
989057464,2017-06-20,1976-07-02,M,S,MOB,MOBILE,ACT
9729738741,2019-03-09,1995-06-22,F,S,819,STORE,SA
5514491493,2018-12-27,1974-11-07,F,S,279,STORE,NSW
8736205217,2019-05-02,2004-01-07,O,M,MOB,MOBILE,NSW
6242071458,2018-05-08,1982-08-18,M,W,MOB,MOBILE,VIC
446314647,2018-08-27,1980-11-25,O,W,530,STORE,NT
3663892302,2017-09-24,1986-03-06,F,S,MOB,MOBILE,NT
6525510098,2019-01-30,1974-05-01,F,M,MOB,MOBILE,QLD
9866149686,2017-02-27,2003-08-21,F,M,MOB,MOBILE,ACT
4123688268,2018-01-08,1988-01-16,F,D,MOB,MOBILE,ACT
2734425397,2018-06-08,1980-10-09,O,M,MOB,MOBILE,VIC
3681436797,2018-01-09,1995-03-29,O,S,MOB,MOBILE,VIC
5388662545,2017-11-13,1981-08-26,O,W,MOB,MOBILE,NSW
2003203420,2017-05-04,1989-08-14,F,W,315,STORE,WA
6773537721,2018-05-07,1990-12-15,M,M,MOB,MOBILE,QLD
8509961910,2019-03-16,1973-09-27,F,M,MOB,MOBILE,QLD
9118923145,2017-02-26,2004-08-20,F,D,MOB,MOBILE,SA
4456973288,2019-12-27,2001-03-28,F,M,305,STORE,WA
5964670548,2018-07-17,1985-03-20,F,D,904,STORE,TAS
8325734518,2018-08-16,1971-08-02,F,W,854,STORE,SA
2555788596,2017-05-08,1970-09-12,F,D,294,STORE,TAS
6317967684,2019-06-15,1997-05-21,O,S,MOB,MOBILE,ACT
8609767470,2019-07-14,1971-10-18,O,W,MOB,MOBILE,VIC
2601377358,2017-08-29,2004-07-06,M,S,MOB,MOBILE,VIC
9204409319,2017-01-28,1987-12-26,O,D,MOB,MOBILE,WA
5091873438,2017-11-03,1976-06-18,F,M,MOB,MOBILE,SA
9933990360,2018-10-05,1984-03-24,M,D,829,STORE,NT
4650024855,2019-08-28,1990-12-13,F,D,MOB,MOBILE,TAS
3815681473,2017-01-31,1975-10-26,O,W,621,STORE,ACT
4014944534,2018-10-06,2003-07-11,M,W,293,STORE,WA
4320508326,2018-08-01,1995-07-16,O,M,055,STORE,NSW
1987985703,2018-02-17,1986-03-18,O,W,MOB,MOBILE,ACT
8878084959,2017-06-27,1977-01-03,M,S,784,STORE,TAS
2709600372,2019-07-13,1974-02-23,F,D,MOB,MOBILE,NT
6242445770,2018-01-19,2000-09-14,O,S,007,STORE,WA
3718572557,2017-12-23,2004-05-25,O,W,025,STORE,NT
2100556442,2018-03-28,1976-04-22,M,W,529,STORE,SA
249452395,2018-09-19,2000-05-25,F,M,893,STORE,VIC
7456017196,2017-05-02,1977-11-20,M,M,MOB,MOBILE,QLD
3697632208,2018-04-02,1989-04-26,F,M,MOB,MOBILE,WA
2905119971,2019-06-19,1972-05-31,O,D,MOB,MOBILE,ACT
248766182,2019-03-04,1981-02-07,F,D,MOB,MOBILE,NSW
8853954961,2019-07-31,1997-09-26,F,W,MOB,MOBILE,VIC
9119836970,2018-12-10,1993-01-22,F,W,554,STORE,NSW
286754889,2017-07-22,1992-05-29,O,M,MOB,MOBILE,NT
4558000161,2017-08-10,2003-09-04,O,W,809,STORE,SA
4170425073,2018-07-10,1996-08-10,M,D,MOB,MOBILE,NT
3384690037,2018-12-22,1991-07-06,F,S,MOB,MOBILE,VIC
4324352338,2019-04-24,1988-03-11,M,M,306,STORE,NT
914296596,2017-03-06,1978-03-06,F,S,MOB,MOBILE,NT
8727865831,2017-01-25,1983-03-30,O,S,173,STORE,NSW
1541768735,2019-10-18,1975-07-09,M,M,MOB,MOBILE,NT
5637267959,2019-01-22,1997-04-02,M,D,MOB,MOBILE,NT
1467079348,2019-07-31,1984-08-17,O,D,377,STORE,NSW
8002197170,2017-11-29,1972-09-17,O,D,MOB,MOBILE,QLD
4298941760,2017-10-19,1993-11-25,O,M,472,STORE,TAS
6844152879,2017-02-26,1972-05-06,F,D,MOB,MOBILE,WA
8887344297,2019-07-27,1975-12-17,M,S,MOB,MOBILE,VIC
2462427738,2017-05-30,1970-08-17,O,S,160,STORE,QLD
5521812870,2019-07-23,1973-06-17,O,W,837,STORE,VIC
9383506270,2019-07-31,1982-05-01,M,W,290,STORE,NT
4405153832,2017-07-30,1980-11-07,F,D,MOB,MOBILE,ACT
6177359999,2017-11-03,1985-03-08,O,M,360,STORE,QLD
8029430937,2019-01-03,1992-11-03,O,W,392,STORE,WA
8433882246,2018-02-20,2004-09-15,M,W,256,STORE,NSW
9481457602,2018-12-13,1992-08-17,O,S,692,STORE,WA
4707898064,2017-11-15,1998-12-08,O,D,697,STORE,QLD
1630874059,2019-11-01,1988-10-16,M,S,693,STORE,NT
7434338161,2018-06-01,2000-10-10,O,S,MOB,MOBILE,TAS
6561100383,2017-02-15,1974-11-25,F,W,MOB,MOBILE,WA
2183206882,2018-06-20,1993-09-07,O,D,MOB,MOBILE,NSW
7181781361,2019-05-17,2003-01-28,F,M,MOB,MOBILE,TAS
694904222,2019-03-18,1978-03-20,O,M,311,STORE,WA
5332204132,2017-06-20,2001-02-15,F,S,640,STORE,SA
8351026165,2017-04-08,1978-03-27,F,M,MOB,MOBILE,WA
1564778351,2019-08-03,1970-09-13,M,W,MOB,MOBILE,WA
9589615300,2017-02-21,1983-06-03,O,D,427,STORE,QLD
6876453253,2019-04-05,1981-12-30,M,W,MOB,MOBILE,WA
2597640077,2018-02-16,1982-02-26,O,W,277,STORE,QLD
6345951238,2018-07-30,1994-10-21,F,D,971,STORE,NT
2571726061,2019-01-26,1983-06-09,F,S,MOB,MOBILE,WA
2490548441,2019-03-24,2004-06-09,M,W,213,STORE,VIC
553909406,2018-11-08,1980-09-01,F,S,829,STORE,NT
6133491291,2018-11-12,1974-10-27,M,D,MOB,MOBILE,QLD
694299875,2017-04-26,1989-12-05,O,M,816,STORE,TAS
1979961991,2019-03-12,1978-08-10,M,W,MOB,MOBILE,SA
313237204,2018-12-01,1970-06-05,F,M,MOB,MOBILE,NT
2349726810,2019-06-09,1992-07-10,F,S,MOB,MOBILE,VIC
2035693839,2017-06-27,1994-02-18,M,W,MOB,MOBILE,NSW
7612334821,2018-09-12,1970-08-11,O,D,MOB,MOBILE,QLD
4424123612,2018-07-06,1995-06-22,M,M,842,STORE,SA
2528834112,2017-12-27,1996-05-04,F,D,MOB,MOBILE,SA
1026372333,2017-05-06,1996-05-22,M,D,MOB,MOBILE,QLD
838988092,2019-10-18,2001-04-20,M,S,059,STORE,VIC
606556097,2018-12-16,1971-04-22,O,S,174,STORE,TAS
2421590027,2018-04-09,1976-07-03,O,M,MOB,MOBILE,ACT
3652821184,2017-09-17,1970-02-25,O,D,MOB,MOBILE,NSW
9168530965,2019-01-29,1999-10-11,F,M,237,STORE,SA
9903775867,2017-01-12,1974-11-20,F,W,MOB,MOBILE,VIC
4800664836,2019-06-12,1970-05-31,M,W,MOB,MOBILE,QLD
5433101389,2017-05-16,2005-10-17,O,S,MOB,MOBILE,ACT
3627856160,2017-07-17,1977-08-10,F,W,730,STORE,QLD
6306571497,2017-09-12,2001-01-28,F,W,MOB,MOBILE,ACT
826587143,2018-07-26,1992-12-22,O,D,541,STORE,NSW
3603744766,2019-01-29,1980-10-07,F,W,MOB,MOBILE,SA
7101869714,2017-08-30,2005-06-19,F,D,520,STORE,NSW
1148224227,2019-12-17,1985-04-14,M,S,MOB,MOBILE,VIC
5432438888,2017-11-14,2004-07-31,O,W,MOB,MOBILE,TAS
9652566781,2019-12-03,1970-04-09,O,S,MOB,MOBILE,SA
4894098749,2017-11-07,1977-03-10,O,D,MOB,MOBILE,NT
4709428683,2018-09-12,2003-02-28,M,M,557,STORE,QLD
457769904,2017-08-18,1999-09-29,O,S,511,STORE,TAS
6531881501,2018-11-07,1981-11-01,O,D,MOB,MOBILE,QLD
1913251627,2018-09-19,1985-11-08,O,D,MOB,MOBILE,VIC
4602698149,2018-11-24,1989-07-09,M,M,MOB,MOBILE,WA
9311613392,2019-03-12,1973-12-29,F,D,MOB,MOBILE,TAS
9961088735,2019-04-05,1972-04-23,F,M,478,STORE,WA
8785210560,2018-07-01,1979-09-28,O,S,MOB,MOBILE,NSW
834152627,2017-03-06,2000-05-26,M,S,MOB,MOBILE,ACT
3997843483,2018-01-03,1992-07-30,M,D,MOB,MOBILE,ACT
9886681908,2019-03-09,1975-08-07,M,D,089,STORE,QLD
5043023550,2017-06-05,2000-11-02,M,D,MOB,MOBILE,ACT
5851301600,2019-04-15,1984-09-17,M,M,274,STORE,WA
5587241572,2019-11-02,1996-04-28,O,M,MOB,MOBILE,NT
1046248392,2017-11-09,1993-01-27,O,D,447,STORE,VIC
7873328410,2017-01-08,1996-03-27,M,D,MOB,MOBILE,QLD
7741748904,2019-12-04,1980-06-25,F,W,703,STORE,TAS
6332659737,2019-03-19,1999-10-03,F,S,MOB,MOBILE,SA
4367054622,2017-03-31,1981-03-12,F,M,MOB,MOBILE,VIC
8712353227,2018-09-01,1978-08-31,M,D,184,STORE,QLD
5892059191,2019-02-04,1994-08-17,O,D,005,STORE,WA
7701641457,2017-06-16,1992-03-04,F,M,532,STORE,ACT
5436314445,2017-10-28,1971-10-31,F,M,MOB,MOBILE,VIC
1779141413,2018-01-19,1996-01-10,O,W,787,STORE,SA
6183916719,2019-11-16,1972-09-13,F,M,483,STORE,ACT
7897261095,2018-07-01,2003-07-03,O,W,778,STORE,VIC
6812314595,2017-12-23,2000-04-21,F,D,MOB,MOBILE,NT
4252185417,2017-01-31,1996-03-09,M,S,MOB,MOBILE,SA
2633514467,2019-07-20,1998-07-12,M,W,945,STORE,TAS
4827164683,2017-07-17,1993-10-30,F,M,796,STORE,QLD
1973107736,2019-12-09,1977-04-28,M,D,MOB,MOBILE,NSW
5718778476,2018-05-25,1976-01-27,O,W,MOB,MOBILE,SA
4006810300,2019-07-30,1999-08-10,M,D,MOB,MOBILE,VIC
6616994439,2019-03-20,1977-04-18,F,W,MOB,MOBILE,VIC
8368926719,2018-06-30,1998-07-12,M,W,041,STORE,ACT
1033850757,2018-09-17,1973-08-14,M,M,MOB,MOBILE,VIC
4469879905,2019-07-11,1970-02-08,M,D,MOB,MOBILE,TAS
6739622831,2019-09-24,1983-04-14,O,S,MOB,MOBILE,VIC
9473629752,2019-05-10,1981-05-09,O,D,MOB,MOBILE,QLD
2739025411,2019-08-22,1993-07-13,M,D,MOB,MOBILE,SA
1755777666,2018-01-05,2004-07-29,F,S,MOB,MOBILE,VIC
3857852129,2018-11-19,1976-02-27,O,W,MOB,MOBILE,ACT
650398831,2017-09-15,1990-04-29,O,W,MOB,MOBILE,NT
5363928248,2019-02-14,1990-04-05,M,S,671,STORE,QLD
2000938123,2019-05-29,2000-08-22,M,D,689,STORE,WA
8408652708,2018-11-23,1982-04-08,O,S,MOB,MOBILE,WA
3304908707,2019-11-26,1972-09-20,O,S,MOB,MOBILE,WA
4639341542,2017-10-19,1991-05-08,O,S,778,STORE,WA
938774143,2018-06-04,2003-11-12,O,S,MOB,MOBILE,NSW
8866176064,2019-03-04,1984-11-12,O,S,MOB,MOBILE,SA
9551917759,2019-01-08,1993-03-28,F,S,772,STORE,QLD
727135360,2019-09-13,1995-10-27,M,M,376,STORE,VIC
3022614949,2017-09-23,1975-02-24,F,S,MOB,MOBILE,NT
8070247760,2018-03-07,1981-12-02,F,M,985,STORE,VIC
2263672074,2019-09-24,1981-02-12,M,W,589,STORE,TAS
9257641564,2017-10-29,1971-08-08,O,D,193,STORE,QLD
6850089941,2017-12-07,1982-04-27,M,W,138,STORE,NSW
6720252627,2019-12-18,1998-03-28,M,M,MOB,MOBILE,ACT
5657583083,2017-11-09,2005-10-17,F,W,MOB,MOBILE,QLD
9472429742,2019-02-01,2005-05-17,M,M,402,STORE,NT
8742965596,2019-03-29,2004-12-26,F,W,458,STORE,QLD
6264293521,2018-01-30,1978-08-17,O,D,508,STORE,VIC
979742166,2017-05-05,2002-05-28,M,D,820,STORE,WA
9239142730,2017-11-02,2000-03-16,F,D,MOB,MOBILE,NT
106872320,2018-06-27,1975-05-02,O,W,MOB,MOBILE,NSW
8830946543,2017-08-10,2000-03-10,O,W,747,STORE,NSW
3002762343,2017-06-27,1974-07-13,F,D,367,STORE,ACT
8615538327,2018-04-24,2002-09-02,O,S,MOB,MOBILE,NSW
9826142511,2018-11-02,1993-06-01,M,M,MOB,MOBILE,VIC
7655127919,2018-11-24,1998-05-16,O,M,MOB,MOBILE,NSW
4240098158,2017-10-16,2004-03-29,O,M,082,STORE,SA
8237659207,2019-10-18,1977-09-06,M,S,316,STORE,NT
5463915958,2017-07-02,1993-02-27,M,D,895,STORE,SA
5883324707,2017-10-03,1984-03-02,O,M,MOB,MOBILE,QLD
466871671,2019-11-14,2003-02-09,F,M,805,STORE,ACT
1416249476,2017-11-22,1992-11-19,F,M,MOB,MOBILE,ACT
9881236591,2018-02-21,1973-03-07,M,S,MOB,MOBILE,TAS
5415899575,2018-04-11,2001-03-07,M,W,782,STORE,SA
9429677154,2019-09-08,1973-05-23,F,D,MOB,MOBILE,ACT
9788475384,2019-04-24,1997-02-18,M,W,MOB,MOBILE,WA
4571769206,2018-04-20,2004-05-29,O,M,443,STORE,WA
8050641723,2017-01-28,1980-07-02,O,D,275,STORE,WA
7999603640,2018-03-23,1993-10-23,O,W,MOB,MOBILE,QLD
7351682609,2019-04-12,1992-07-11,M,S,MOB,MOBILE,NT
4082499446,2017-11-20,2001-01-01,F,S,133,STORE,NSW
565439777,2017-08-08,1997-06-19,O,S,307,STORE,WA
5896975402,2017-10-17,1978-11-04,O,D,443,STORE,QLD
991650920,2018-01-19,1992-03-17,M,M,MOB,MOBILE,NSW
5613536989,2017-05-23,2005-04-11,O,S,MOB,MOBILE,NSW
2223332927,2018-05-05,1991-05-24,F,M,716,STORE,NSW
5464119307,2018-09-27,2000-02-10,M,D,MOB,MOBILE,WA
449679063,2019-09-07,2003-12-04,M,W,466,STORE,SA
5681728847,2018-05-29,1996-02-13,O,S,MOB,MOBILE,NT
1487002879,2019-11-21,1978-02-15,M,W,429,STORE,NT
9344129099,2019-08-21,1972-09-17,M,M,315,STORE,QLD
4290775271,2017-10-02,1999-09-27,F,W,MOB,MOBILE,SA
1518425732,2017-05-16,1999-08-07,O,M,MOB,MOBILE,NSW
6043005467,2017-12-29,2003-03-10,F,D,293,STORE,WA
1745229481,2017-07-27,1976-01-10,M,W,665,STORE,VIC
1985122748,2019-05-05,1978-02-23,M,S,943,STORE,VIC
765129603,2019-03-30,1991-01-05,O,S,331,STORE,SA
3979096471,2017-11-08,1972-06-07,O,M,346,STORE,QLD
2242129836,2019-02-06,1981-06-11,F,D,MOB,MOBILE,VIC
393114518,2017-11-05,1995-07-09,M,W,MOB,MOBILE,SA
8957633316,2018-06-24,1984-03-17,F,S,047,STORE,TAS
5004401242,2017-08-16,1990-07-11,M,D,263,STORE,SA
2701344758,2017-09-26,2001-05-05,F,W,633,STORE,TAS
6404760455,2019-07-16,1997-06-20,O,M,615,STORE,NSW
5764215447,2019-10-23,2002-02-01,M,D,MOB,MOBILE,NSW
7337027929,2018-06-03,1976-04-06,F,S,926,STORE,ACT
4904913855,2019-11-15,1990-06-28,F,W,128,STORE,TAS
6462696864,2018-04-25,1982-05-16,F,W,389,STORE,WA
8127468385,2018-04-04,1981-10-12,F,M,MOB,MOBILE,ACT
7303552673,2017-11-23,1998-03-09,O,W,MOB,MOBILE,TAS
1564464001,2017-11-25,1975-08-05,O,M,MOB,MOBILE,NT
8348517380,2017-12-03,1991-08-29,M,M,647,STORE,NSW
2182569116,2019-11-05,1987-06-06,F,S,017,STORE,NSW
102444897,2018-12-24,1988-04-22,O,W,MOB,MOBILE,SA
100253390,2018-05-30,1995-04-20,O,W,MOB,MOBILE,WA
3579751196,2019-06-22,1991-12-19,O,W,248,STORE,QLD
2913506849,2019-08-10,1984-11-26,M,S,MOB,MOBILE,QLD
7447479448,2018-09-15,1984-01-24,O,W,831,STORE,NT
5656210282,2019-01-09,1986-05-17,M,W,MOB,MOBILE,NT
7461701897,2019-06-26,1999-04-11,O,S,173,STORE,TAS
422425508,2019-03-13,1971-03-10,M,M,MOB,MOBILE,WA
79916660,2018-08-12,1989-07-12,O,D,229,STORE,QLD
8011921003,2017-09-06,1972-11-02,M,M,MOB,MOBILE,SA
2695015589,2019-03-20,1992-01-18,M,S,532,STORE,ACT
2243082870,2017-12-15,1970-01-17,O,D,345,STORE,VIC
8289374190,2019-10-15,1998-05-21,O,D,MOB,MOBILE,NSW
2899770501,2017-04-01,2001-07-27,O,W,381,STORE,TAS
2418583991,2018-09-07,2000-05-13,F,W,906,STORE,NSW
7079979905,2019-09-21,1995-12-19,M,D,258,STORE,VIC
4835356341,2018-09-10,1986-10-29,O,M,MOB,MOBILE,ACT
4931488934,2018-10-23,2002-12-27,F,D,239,STORE,QLD
9342428554,2017-01-27,1987-01-09,O,W,MOB,MOBILE,ACT
3463536723,2017-09-18,1983-06-03,M,S,MOB,MOBILE,NT
601786851,2017-04-24,1972-10-20,O,W,697,STORE,ACT
3621796036,2018-03-15,1991-03-31,F,M,MOB,MOBILE,ACT
6209646721,2019-05-15,1984-10-08,F,M,416,STORE,WA
6957139862,2017-05-11,1973-06-30,O,D,MOB,MOBILE,WA
5769756490,2019-02-10,1987-04-21,O,M,950,STORE,SA
3986226864,2017-12-09,1999-12-15,O,D,862,STORE,NT
5670936236,2019-06-12,1977-07-14,M,M,MOB,MOBILE,TAS
2372778378,2018-04-28,1977-04-12,F,D,MOB,MOBILE,QLD
2801447550,2019-03-12,1982-06-14,F,M,634,STORE,VIC
