MEMBER_NO,DATE,BRANCH_CODE,BRANCH_TYPE,AMOUNT,CURRENCY,TRAN_CODE,TRAN_DESC
5934862194,2020-05-10,262,STORE,7971.75,PHP,IN1003,TYPE3
9104717254,2020-12-12,162,STORE,9859.25,PHP,IN1005,TYPE5
3201260300,2020-11-15,869,STORE,855.50,PHP,IN1002,TYPE2
5405911801,2020-10-31,MOB,MOBILE,2323.75,PHP,IN1004,TYPE4
9919494536,2020-12-28,117,STORE,7443.75,PHP,IN1004,TYPE4
2336761550,2020-05-29,105,STORE,5385.50,PHP,IN1001,TYPE1
8705073025,2020-12-02,MOB,MOBILE,2606.25,PHP,IN1001,TYPE1
5873934697,2020-02-02,MOB,MOBILE,7407.25,PHP,IN1004,TYPE4
3174542730,2020-01-23,544,STORE,3911.75,PHP,IN1005,TYPE5
0936636053,2020-03-07,MOB,MOBILE,5405.00,PHP,IN1003,TYPE3
6066190925,2020-12-03,MOB,MOBILE,1965.75,PHP,IN1002,TYPE2
4934306870,2020-08-22,MOB,MOBILE,3701.75,PHP,IN1001,TYPE1
4890933468,2020-07-10,MOB,MOBILE,2717.25,PHP,IN1001,TYPE1
4782591551,2020-04-30,524,STORE,2872.50,PHP,IN1005,TYPE5
3097199021,2020-04-03,MOB,MOBILE,15.50,PHP,IN1003,TYPE3
2226972066,2020-01-23,MOB,MOBILE,2842.75,PHP,IN1001,TYPE1
0810618242,2020-12-27,MOB,MOBILE,6556.50,PHP,IN1001,TYPE1
5959957316,2020-05-27,679,STORE,7777.00,PHP,IN1002,TYPE2
7829749824,2020-06-26,073,STORE,3336.00,PHP,IN1001,TYPE1
6952813115,2020-03-21,767,STORE,7909.50,PHP,IN1002,TYPE2
8899201034,2020-08-30,573,STORE,977.25,PHP,IN1005,TYPE5
5990684164,2020-06-06,MOB,MOBILE,1697.50,PHP,IN1005,TYPE5
5718671924,2020-03-28,MOB,MOBILE,449.75,PHP,IN1004,TYPE4
3832976163,2020-09-12,MOB,MOBILE,535.00,PHP,IN1001,TYPE1
7699543323,2020-02-09,456,STORE,7226.50,PHP,IN1004,TYPE4
7760647960,2020-09-18,MOB,MOBILE,8583.75,PHP,IN1002,TYPE2
4767362368,2020-07-22,735,STORE,6916.25,PHP,IN1004,TYPE4
5098681741,2020-06-14,MOB,MOBILE,7899.50,PHP,IN1001,TYPE1
2235421245,2020-04-08,MOB,MOBILE,2515.25,PHP,IN1001,TYPE1
2958420235,2020-07-10,339,STORE,9770.25,PHP,IN1005,TYPE5
7770759003,2020-08-12,403,STORE,5294.25,PHP,IN1005,TYPE5
4737294258,2020-09-23,MOB,MOBILE,532.25,PHP,IN1005,TYPE5
4216870004,2020-08-16,393,STORE,6781.00,PHP,IN1001,TYPE1
8017864134,2020-12-09,736,STORE,5948.50,PHP,IN1003,TYPE3
8549627669,2020-04-27,MOB,MOBILE,325.25,PHP,IN1002,TYPE2
8783036002,2020-08-06,MOB,MOBILE,9452.25,PHP,IN1005,TYPE5
5785426510,2020-07-06,634,STORE,5772.00,PHP,IN1002,TYPE2
6004831770,2020-08-30,MOB,MOBILE,4513.25,PHP,IN1003,TYPE3
5568481133,2020-02-12,MOB,MOBILE,7801.50,PHP,IN1005,TYPE5
9269521894,2020-06-29,493,STORE,814.50,PHP,IN1004,TYPE4
4747794770,2020-10-10,603,STORE,7631.75,PHP,IN1002,TYPE2
9504965520,2020-08-10,737,STORE,7489.75,PHP,IN1003,TYPE3
6678801888,2020-06-07,MOB,MOBILE,4763.50,PHP,IN1005,TYPE5
8616591036,2020-10-09,MOB,MOBILE,8297.00,PHP,IN1005,TYPE5
4256861558,2020-10-30,859,STORE,8619.00,PHP,IN1002,TYPE2
7476631063,2020-10-05,MOB,MOBILE,1992.75,PHP,IN1001,TYPE1
2030553222,2020-12-14,685,STORE,6467.75,PHP,IN1002,TYPE2
1911948357,2020-03-12,MOB,MOBILE,5690.75,PHP,IN1004,TYPE4
5671310014,2020-08-26,375,STORE,8286.50,PHP,IN1001,TYPE1
6300162106,2020-01-28,530,STORE,4187.25,PHP,IN1002,TYPE2
1817050771,2020-02-11,459,STORE,870.00,PHP,IN1004,TYPE4
9048564026,2020-05-06,MOB,MOBILE,7263.00,PHP,IN1003,TYPE3
2150365240,2020-09-29,MOB,MOBILE,6450.00,PHP,IN1001,TYPE1
4856076839,2020-11-29,MOB,MOBILE,5536.75,PHP,IN1003,TYPE3
5256479118,2020-03-25,MOB,MOBILE,2218.00,PHP,IN1004,TYPE4
1234539412,2020-09-29,MOB,MOBILE,3988.50,PHP,IN1005,TYPE5
6578581562,2020-07-18,063,STORE,5081.00,PHP,IN1005,TYPE5
6704888816,2020-03-03,MOB,MOBILE,178.00,PHP,IN1001,TYPE1
8884942041,2020-07-22,525,STORE,5697.50,PHP,IN1001,TYPE1
4174051464,2020-02-12,MOB,MOBILE,68.00,PHP,IN1005,TYPE5
8340020450,2020-04-06,883,STORE,3217.25,PHP,IN1003,TYPE3
1082715607,2020-11-23,337,STORE,1922.50,PHP,IN1002,TYPE2
1608187387,2020-04-17,MOB,MOBILE,2517.00,PHP,IN1005,TYPE5
2459726213,2020-09-18,086,STORE,4287.00,PHP,IN1004,TYPE4
7113549722,2020-11-16,187,STORE,1827.00,PHP,IN1005,TYPE5
6342488379,2020-06-14,576,STORE,103.00,PHP,IN1003,TYPE3
8275900759,2020-07-19,970,STORE,7398.75,PHP,IN1003,TYPE3
6934016502,2020-04-16,223,STORE,6680.25,PHP,IN1005,TYPE5
3841710833,2020-08-25,541,STORE,1998.50,PHP,IN1004,TYPE4
0786827142,2020-10-12,566,STORE,3333.75,PHP,IN1005,TYPE5
1773590500,2020-07-24,MOB,MOBILE,6098.75,PHP,IN1005,TYPE5
0769817150,2020-11-26,MOB,MOBILE,3203.25,PHP,IN1004,TYPE4
0632237714,2020-02-21,MOB,MOBILE,1342.00,PHP,IN1005,TYPE5
2748634018,2020-10-03,MOB,MOBILE,8168.50,PHP,IN1004,TYPE4
9383649744,2020-01-28,MOB,MOBILE,6954.50,PHP,IN1003,TYPE3
4984855831,2020-09-10,106,STORE,7689.75,PHP,IN1002,TYPE2
3905831815,2020-06-17,059,STORE,7174.00,PHP,IN1002,TYPE2
0176217764,2020-07-04,MOB,MOBILE,3777.50,PHP,IN1005,TYPE5
0911737910,2020-12-09,MOB,MOBILE,2595.50,PHP,IN1001,TYPE1
6514695472,2020-11-01,MOB,MOBILE,5886.50,PHP,IN1001,TYPE1
7274721514,2020-09-18,702,STORE,2527.50,PHP,IN1003,TYPE3
2148189213,2020-05-31,904,STORE,7690.50,PHP,IN1001,TYPE1
9335027961,2020-03-28,326,STORE,8073.25,PHP,IN1005,TYPE5
0242516693,2020-02-18,MOB,MOBILE,4416.50,PHP,IN1003,TYPE3
3376234637,2020-08-16,810,STORE,1955.50,PHP,IN1002,TYPE2
3893215657,2020-05-20,198,STORE,3314.50,PHP,IN1001,TYPE1
2694454705,2020-08-03,991,STORE,1947.25,PHP,IN1005,TYPE5
8566363628,2020-12-14,530,STORE,423.00,PHP,IN1001,TYPE1
7789077384,2020-09-11,167,STORE,4933.50,PHP,IN1003,TYPE3
7191188334,2020-03-29,183,STORE,1036.25,PHP,IN1002,TYPE2
2123654650,2020-03-21,MOB,MOBILE,1877.75,PHP,IN1005,TYPE5
5555649812,2020-07-19,MOB,MOBILE,8316.25,PHP,IN1002,TYPE2
0667384265,2020-01-02,MOB,MOBILE,8000.75,PHP,IN1003,TYPE3
0443525200,2020-12-19,772,STORE,6387.50,PHP,IN1002,TYPE2
3021638816,2020-05-10,MOB,MOBILE,9440.50,PHP,IN1004,TYPE4
4828485713,2020-07-21,782,STORE,4305.75,PHP,IN1004,TYPE4
0664593727,2020-02-28,653,STORE,8841.25,PHP,IN1002,TYPE2
5150839408,2020-01-14,758,STORE,3453.00,PHP,IN1004,TYPE4
6703868670,2020-05-07,864,STORE,3332.25,PHP,IN1005,TYPE5
6206891400,2020-08-18,199,STORE,4475.75,PHP,IN1005,TYPE5
4528291749,2020-08-04,950,STORE,6395.25,PHP,IN1005,TYPE5
1713028093,2020-08-26,MOB,MOBILE,7447.75,PHP,IN1004,TYPE4
8948314121,2020-01-04,MOB,MOBILE,6710.50,PHP,IN1005,TYPE5
0053089764,2020-08-29,MOB,MOBILE,9191.50,PHP,IN1003,TYPE3
4729541851,2020-12-06,MOB,MOBILE,831.50,PHP,IN1002,TYPE2
8607404740,2020-01-13,MOB,MOBILE,8009.50,PHP,IN1001,TYPE1
2731250731,2020-12-03,125,STORE,3221.00,PHP,IN1005,TYPE5
3691576510,2020-04-04,716,STORE,1691.00,PHP,IN1002,TYPE2
9067498090,2020-02-28,231,STORE,1030.75,PHP,IN1005,TYPE5
1850870474,2020-07-09,MOB,MOBILE,1051.50,PHP,IN1003,TYPE3
1682297621,2020-05-02,MOB,MOBILE,2300.75,PHP,IN1003,TYPE3
3346170157,2020-11-06,488,STORE,2183.00,PHP,IN1005,TYPE5
9813052696,2020-01-14,MOB,MOBILE,8601.50,PHP,IN1001,TYPE1
4456987372,2020-06-28,945,STORE,655.50,PHP,IN1004,TYPE4
4058014039,2020-09-22,MOB,MOBILE,3463.50,PHP,IN1004,TYPE4
7038126670,2020-03-23,350,STORE,8644.75,PHP,IN1002,TYPE2
5401546324,2020-01-06,921,STORE,4124.00,PHP,IN1003,TYPE3
8099973337,2020-01-25,MOB,MOBILE,2457.00,PHP,IN1003,TYPE3
0330992977,2020-02-15,MOB,MOBILE,9122.75,PHP,IN1005,TYPE5
9544609716,2020-03-11,MOB,MOBILE,2997.00,PHP,IN1005,TYPE5
7261379811,2020-02-16,MOB,MOBILE,5442.00,PHP,IN1005,TYPE5
8445220226,2020-07-19,919,STORE,7759.00,PHP,IN1003,TYPE3
0223168625,2020-06-25,MOB,MOBILE,7489.75,PHP,IN1005,TYPE5
5146480271,2020-01-05,896,STORE,3722.50,PHP,IN1002,TYPE2
6938535604,2020-06-02,MOB,MOBILE,5058.25,PHP,IN1001,TYPE1
5648200014,2020-07-27,MOB,MOBILE,505.00,PHP,IN1002,TYPE2
0095875419,2020-12-18,MOB,MOBILE,8633.25,PHP,IN1002,TYPE2
1624676200,2020-12-12,374,STORE,4603.00,PHP,IN1001,TYPE1
1235639722,2020-02-17,MOB,MOBILE,4370.50,PHP,IN1003,TYPE3
2725720184,2020-07-15,MOB,MOBILE,9767.00,PHP,IN1001,TYPE1
2292681004,2020-05-25,MOB,MOBILE,6308.25,PHP,IN1001,TYPE1
0674974880,2020-04-13,496,STORE,5650.75,PHP,IN1005,TYPE5
9048984005,2020-04-18,148,STORE,4412.50,PHP,IN1001,TYPE1
3185575581,2020-10-02,MOB,MOBILE,559.25,PHP,IN1003,TYPE3
4160557492,2020-11-12,215,STORE,340.75,PHP,IN1005,TYPE5
0135834954,2020-05-17,MOB,MOBILE,1578.50,PHP,IN1005,TYPE5
9328745337,2020-07-21,150,STORE,4419.75,PHP,IN1004,TYPE4
7934635442,2020-01-11,MOB,MOBILE,4630.00,PHP,IN1005,TYPE5
2245614118,2020-10-22,274,STORE,4403.00,PHP,IN1001,TYPE1
1538261992,2020-01-03,MOB,MOBILE,7134.25,PHP,IN1004,TYPE4
1107233342,2020-02-16,MOB,MOBILE,5462.75,PHP,IN1004,TYPE4
1873941286,2020-07-28,031,STORE,8211.25,PHP,IN1005,TYPE5
3764912191,2020-09-23,470,STORE,6697.50,PHP,IN1001,TYPE1
7891426327,2020-07-19,MOB,MOBILE,5028.50,PHP,IN1005,TYPE5
9870309629,2020-09-17,MOB,MOBILE,9606.50,PHP,IN1003,TYPE3
3305974875,2020-05-07,MOB,MOBILE,6470.50,PHP,IN1004,TYPE4
4441158198,2020-11-04,MOB,MOBILE,1545.00,PHP,IN1003,TYPE3
6690143395,2020-01-06,295,STORE,9440.25,PHP,IN1005,TYPE5
2769309333,2020-04-17,193,STORE,3451.25,PHP,IN1003,TYPE3
6094411546,2020-11-21,076,STORE,3305.00,PHP,IN1001,TYPE1
9219444236,2020-04-13,007,STORE,4722.50,PHP,IN1001,TYPE1
3254885933,2020-10-10,085,STORE,1952.50,PHP,IN1002,TYPE2
7754041071,2020-01-08,661,STORE,78.50,PHP,IN1002,TYPE2
1768356663,2020-11-24,MOB,MOBILE,3008.25,PHP,IN1005,TYPE5
5403662657,2020-10-20,MOB,MOBILE,5354.00,PHP,IN1005,TYPE5
0820229468,2020-06-20,MOB,MOBILE,9521.00,PHP,IN1004,TYPE4
6092307255,2020-09-13,975,STORE,4453.00,PHP,IN1004,TYPE4
1596365294,2020-09-01,MOB,MOBILE,6730.50,PHP,IN1002,TYPE2
8347965591,2020-12-05,MOB,MOBILE,4293.25,PHP,IN1003,TYPE3
7984701279,2020-11-18,MOB,MOBILE,4443.75,PHP,IN1005,TYPE5
1576122687,2020-10-13,MOB,MOBILE,1778.75,PHP,IN1001,TYPE1
9704982252,2020-03-07,MOB,MOBILE,6705.25,PHP,IN1001,TYPE1
7301681679,2020-01-23,911,STORE,6924.25,PHP,IN1001,TYPE1
3334482065,2020-08-11,MOB,MOBILE,2809.25,PHP,IN1001,TYPE1
6181021084,2020-03-04,482,STORE,4752.50,PHP,IN1002,TYPE2
7800014140,2020-02-17,MOB,MOBILE,9838.00,PHP,IN1004,TYPE4
3493878730,2020-07-18,002,STORE,6508.00,PHP,IN1003,TYPE3
4537334052,2020-05-12,306,STORE,2449.00,PHP,IN1005,TYPE5
9541035991,2020-06-13,126,STORE,4654.25,PHP,IN1001,TYPE1
4378449625,2020-02-15,944,STORE,7508.00,PHP,IN1004,TYPE4
7072113040,2020-08-10,833,STORE,8199.25,PHP,IN1001,TYPE1
4866488130,2020-11-19,301,STORE,9054.75,PHP,IN1004,TYPE4
9661524531,2020-05-09,778,STORE,6317.25,PHP,IN1005,TYPE5
0794678732,2020-09-17,MOB,MOBILE,3672.00,PHP,IN1002,TYPE2
7568373209,2020-02-16,MOB,MOBILE,143.25,PHP,IN1005,TYPE5
2011113048,2020-06-03,109,STORE,7391.50,PHP,IN1002,TYPE2
8012977950,2020-04-08,332,STORE,834.00,PHP,IN1002,TYPE2
6480518285,2020-06-30,MOB,MOBILE,6637.50,PHP,IN1003,TYPE3
2106652556,2020-01-21,558,STORE,7042.25,PHP,IN1002,TYPE2
7367071950,2020-07-05,046,STORE,4210.50,PHP,IN1004,TYPE4
5318541512,2020-10-11,MOB,MOBILE,7308.75,PHP,IN1001,TYPE1
1156254015,2020-12-27,MOB,MOBILE,671.75,PHP,IN1005,TYPE5
1830283484,2020-07-05,436,STORE,6813.75,PHP,IN1003,TYPE3
6115121484,2020-03-11,MOB,MOBILE,1514.00,PHP,IN1001,TYPE1
6845234695,2020-08-02,MOB,MOBILE,9519.50,PHP,IN1005,TYPE5
0063465916,2020-01-28,MOB,MOBILE,2630.50,PHP,IN1004,TYPE4
1764332599,2020-12-16,MOB,MOBILE,4782.00,PHP,IN1004,TYPE4
4418136296,2020-06-25,817,STORE,4050.25,PHP,IN1002,TYPE2
9239930396,2020-02-08,733,STORE,7014.25,PHP,IN1002,TYPE2
8718254307,2020-03-11,MOB,MOBILE,6738.25,PHP,IN1002,TYPE2
6268566468,2020-04-10,MOB,MOBILE,7435.50,PHP,IN1005,TYPE5
0048129568,2020-05-15,582,STORE,3563.50,PHP,IN1003,TYPE3
4536809822,2020-05-08,MOB,MOBILE,8320.00,PHP,IN1001,TYPE1
1551796348,2020-11-21,689,STORE,286.50,PHP,IN1002,TYPE2
8655692146,2020-11-15,MOB,MOBILE,3684.00,PHP,IN1003,TYPE3
1240148021,2020-05-08,MOB,MOBILE,8723.25,PHP,IN1004,TYPE4
1585474742,2020-07-04,988,STORE,1782.75,PHP,IN1002,TYPE2
8426592799,2020-06-22,277,STORE,6095.25,PHP,IN1002,TYPE2
7534659466,2020-08-17,165,STORE,7024.50,PHP,IN1005,TYPE5
0758135871,2020-06-07,MOB,MOBILE,875.00,PHP,IN1003,TYPE3
8374716904,2020-03-17,MOB,MOBILE,8868.25,PHP,IN1005,TYPE5
1140155174,2020-09-14,MOB,MOBILE,2017.75,PHP,IN1003,TYPE3
5678615245,2020-07-08,MOB,MOBILE,1011.50,PHP,IN1005,TYPE5
5224655109,2020-01-06,MOB,MOBILE,3237.75,PHP,IN1004,TYPE4
3248987748,2020-08-09,742,STORE,7174.00,PHP,IN1004,TYPE4
8156079618,2020-03-05,MOB,MOBILE,3812.75,PHP,IN1001,TYPE1
1224805844,2020-10-10,MOB,MOBILE,8954.00,PHP,IN1002,TYPE2
5875667762,2020-06-12,113,STORE,5708.50,PHP,IN1005,TYPE5
0748288667,2020-06-17,097,STORE,256.25,PHP,IN1004,TYPE4
2470794608,2020-05-22,857,STORE,437.50,PHP,IN1002,TYPE2
1466037878,2020-02-26,912,STORE,751.75,PHP,IN1004,TYPE4
7106356679,2020-03-07,MOB,MOBILE,7155.00,PHP,IN1002,TYPE2
4421792667,2020-01-27,663,STORE,3787.75,PHP,IN1002,TYPE2
4255846158,2020-02-23,MOB,MOBILE,8427.25,PHP,IN1004,TYPE4
5338766874,2020-09-09,MOB,MOBILE,8272.00,PHP,IN1002,TYPE2
0966201393,2020-10-07,782,STORE,7096.25,PHP,IN1001,TYPE1
7427302162,2020-02-27,775,STORE,4449.00,PHP,IN1005,TYPE5
4864962394,2020-02-02,MOB,MOBILE,8628.50,PHP,IN1002,TYPE2
3374385344,2020-01-07,MOB,MOBILE,9697.75,PHP,IN1004,TYPE4
8534847788,2020-04-13,523,STORE,538.75,PHP,IN1004,TYPE4
8441567245,2020-02-15,689,STORE,9890.75,PHP,IN1001,TYPE1
0138749193,2020-08-29,301,STORE,1671.00,PHP,IN1005,TYPE5
4060535795,2020-09-15,MOB,MOBILE,6847.25,PHP,IN1001,TYPE1
6088043671,2020-04-15,MOB,MOBILE,6265.75,PHP,IN1003,TYPE3
2418907210,2020-11-14,MOB,MOBILE,8583.00,PHP,IN1005,TYPE5
6632048751,2020-01-07,MOB,MOBILE,5625.75,PHP,IN1001,TYPE1
8225352975,2020-09-08,130,STORE,48.75,PHP,IN1001,TYPE1
6544633330,2020-08-07,293,STORE,8700.25,PHP,IN1003,TYPE3
5119276536,2020-03-15,898,STORE,9532.25,PHP,IN1004,TYPE4
9216417121,2020-04-06,757,STORE,7632.50,PHP,IN1004,TYPE4
3030378140,2020-02-07,MOB,MOBILE,3167.00,PHP,IN1004,TYPE4
1811181643,2020-01-23,099,STORE,5427.25,PHP,IN1004,TYPE4
8329918539,2020-02-05,284,STORE,6842.00,PHP,IN1004,TYPE4
2353323648,2020-04-21,MOB,MOBILE,3698.00,PHP,IN1004,TYPE4
6113068004,2020-05-13,MOB,MOBILE,4419.50,PHP,IN1005,TYPE5
6527164034,2020-04-30,917,STORE,9036.25,PHP,IN1002,TYPE2
3864302663,2020-06-29,MOB,MOBILE,8629.75,PHP,IN1003,TYPE3
0032892323,2020-01-29,MOB,MOBILE,8902.25,PHP,IN1002,TYPE2
0766188662,2020-07-19,982,STORE,2174.25,PHP,IN1004,TYPE4
4976145403,2020-07-17,MOB,MOBILE,8068.75,PHP,IN1002,TYPE2
4522980251,2020-03-12,625,STORE,4923.75,PHP,IN1005,TYPE5
1605559919,2020-09-07,429,STORE,8368.75,PHP,IN1002,TYPE2
5619375567,2020-02-21,345,STORE,1604.50,PHP,IN1001,TYPE1
2569801908,2020-11-11,MOB,MOBILE,8169.00,PHP,IN1001,TYPE1
1159366974,2020-05-05,637,STORE,3223.75,PHP,IN1002,TYPE2
7932701257,2020-01-16,MOB,MOBILE,2565.75,PHP,IN1001,TYPE1
0821784664,2020-03-06,MOB,MOBILE,5949.50,PHP,IN1001,TYPE1
4752733619,2020-06-02,MOB,MOBILE,6588.50,PHP,IN1002,TYPE2
0670610315,2020-04-26,MOB,MOBILE,8191.00,PHP,IN1002,TYPE2
7365296898,2020-11-28,068,STORE,6362.50,PHP,IN1003,TYPE3
0455262480,2020-12-29,191,STORE,9424.00,PHP,IN1001,TYPE1
0024135630,2020-11-22,151,STORE,537.00,PHP,IN1002,TYPE2
8809522147,2020-05-14,MOB,MOBILE,8900.50,PHP,IN1002,TYPE2
1008917753,2020-03-10,MOB,MOBILE,9623.75,PHP,IN1005,TYPE5
4085356095,2020-11-30,MOB,MOBILE,9212.50,PHP,IN1005,TYPE5
6447517074,2020-11-20,743,STORE,6252.75,PHP,IN1003,TYPE3
7926455048,2020-07-18,164,STORE,1931.50,PHP,IN1003,TYPE3
2305273044,2020-10-19,149,STORE,4581.50,PHP,IN1001,TYPE1
3022661314,2020-10-28,152,STORE,23.75,PHP,IN1001,TYPE1
7652813912,2020-06-20,MOB,MOBILE,9568.75,PHP,IN1002,TYPE2
0040951772,2020-06-23,844,STORE,7337.25,PHP,IN1003,TYPE3
4015363759,2020-06-25,MOB,MOBILE,4816.00,PHP,IN1002,TYPE2
2108946431,2020-08-14,136,STORE,3463.50,PHP,IN1001,TYPE1
6338588388,2020-02-02,MOB,MOBILE,2805.25,PHP,IN1004,TYPE4
5714272540,2020-05-19,999,STORE,1409.25,PHP,IN1004,TYPE4
7787627860,2020-12-29,MOB,MOBILE,3565.00,PHP,IN1002,TYPE2
1049317146,2020-08-04,913,STORE,2503.75,PHP,IN1004,TYPE4
6240195644,2020-05-01,MOB,MOBILE,9478.50,PHP,IN1004,TYPE4
3712037268,2020-09-26,059,STORE,6269.25,PHP,IN1004,TYPE4
0351278223,2020-12-28,236,STORE,8092.50,PHP,IN1003,TYPE3
4378992124,2020-10-17,551,STORE,4529.50,PHP,IN1005,TYPE5
1218507280,2020-10-21,MOB,MOBILE,7223.50,PHP,IN1005,TYPE5
3037296560,2020-01-02,100,STORE,321.50,PHP,IN1001,TYPE1
4569941633,2020-02-28,MOB,MOBILE,7083.50,PHP,IN1003,TYPE3
8309081543,2020-08-26,833,STORE,9141.50,PHP,IN1001,TYPE1
2828923837,2020-12-26,MOB,MOBILE,8905.75,PHP,IN1004,TYPE4
0810333839,2020-07-30,098,STORE,74.50,PHP,IN1003,TYPE3
4654673549,2020-02-25,MOB,MOBILE,4019.25,PHP,IN1005,TYPE5
9649309214,2020-08-16,MOB,MOBILE,7128.25,PHP,IN1003,TYPE3
9550556349,2020-01-23,538,STORE,3581.75,PHP,IN1003,TYPE3
0680987227,2020-08-23,683,STORE,3383.25,PHP,IN1002,TYPE2
8554080916,2020-05-01,MOB,MOBILE,8180.50,PHP,IN1005,TYPE5
2892899508,2020-10-11,400,STORE,2854.50,PHP,IN1004,TYPE4
3059153884,2020-07-04,MOB,MOBILE,4662.00,PHP,IN1001,TYPE1
3470756190,2020-03-22,573,STORE,3693.25,PHP,IN1001,TYPE1
2672820585,2020-07-18,587,STORE,4804.50,PHP,IN1005,TYPE5
5811268240,2020-04-23,MOB,MOBILE,8357.00,PHP,IN1001,TYPE1
7706743014,2020-07-12,103,STORE,4656.25,PHP,IN1003,TYPE3
6869992222,2020-12-21,MOB,MOBILE,2835.25,PHP,IN1005,TYPE5
4470423405,2020-11-17,MOB,MOBILE,3602.50,PHP,IN1002,TYPE2
5733587858,2020-07-19,MOB,MOBILE,695.25,PHP,IN1002,TYPE2
6542411995,2020-04-27,722,STORE,6595.75,PHP,IN1004,TYPE4
1357920004,2020-05-26,334,STORE,6985.00,PHP,IN1005,TYPE5
8031959509,2020-07-21,116,STORE,1623.75,PHP,IN1005,TYPE5
3071771243,2020-04-07,269,STORE,1587.50,PHP,IN1005,TYPE5
7112528220,2020-03-15,MOB,MOBILE,1556.75,PHP,IN1005,TYPE5
1511738941,2020-10-20,603,STORE,5515.25,PHP,IN1002,TYPE2
0712856136,2020-11-22,491,STORE,5568.25,PHP,IN1004,TYPE4
7699664759,2020-09-16,MOB,MOBILE,2579.25,PHP,IN1003,TYPE3
5246708546,2020-04-23,678,STORE,9350.50,PHP,IN1003,TYPE3
2288490619,2020-02-01,938,STORE,3823.25,PHP,IN1004,TYPE4
6958539316,2020-03-07,685,STORE,5239.00,PHP,IN1001,TYPE1
4195435614,2020-04-28,612,STORE,2958.50,PHP,IN1003,TYPE3
3270670749,2020-02-28,030,STORE,2954.25,PHP,IN1001,TYPE1
0423244820,2020-05-14,579,STORE,4002.25,PHP,IN1004,TYPE4
9392834000,2020-12-15,MOB,MOBILE,4017.00,PHP,IN1001,TYPE1
1952910226,2020-04-18,MOB,MOBILE,6324.50,PHP,IN1003,TYPE3
8407083178,2020-01-30,MOB,MOBILE,2021.75,PHP,IN1001,TYPE1
4208325034,2020-05-30,MOB,MOBILE,5441.00,PHP,IN1002,TYPE2
8184795627,2020-01-28,728,STORE,267.50,PHP,IN1002,TYPE2
0744456560,2020-09-11,MOB,MOBILE,687.50,PHP,IN1004,TYPE4
1742155461,2020-02-11,446,STORE,6649.00,PHP,IN1005,TYPE5
6825773674,2020-09-20,504,STORE,2447.25,PHP,IN1002,TYPE2
4123261321,2020-09-26,704,STORE,2803.75,PHP,IN1005,TYPE5
8404678541,2020-03-17,MOB,MOBILE,8574.00,PHP,IN1001,TYPE1
5141660405,2020-09-11,MOB,MOBILE,455.50,PHP,IN1003,TYPE3
0826395628,2020-10-02,380,STORE,5290.00,PHP,IN1005,TYPE5
6441743291,2020-03-11,700,STORE,9466.50,PHP,IN1002,TYPE2
1586591912,2020-05-04,MOB,MOBILE,2722.00,PHP,IN1005,TYPE5
6578220473,2020-07-18,872,STORE,7738.00,PHP,IN1001,TYPE1
8775458367,2020-10-03,021,STORE,6721.25,PHP,IN1002,TYPE2
1169967441,2020-06-14,MOB,MOBILE,8254.25,PHP,IN1002,TYPE2
1562597076,2020-02-15,MOB,MOBILE,4929.50,PHP,IN1002,TYPE2
0805728263,2020-10-02,195,STORE,3203.50,PHP,IN1005,TYPE5
5741432926,2020-05-21,MOB,MOBILE,1720.25,PHP,IN1001,TYPE1
7047307005,2020-08-22,MOB,MOBILE,8038.00,PHP,IN1005,TYPE5
4898217552,2020-07-28,933,STORE,5226.50,PHP,IN1005,TYPE5
5602458560,2020-04-30,398,STORE,3518.75,PHP,IN1001,TYPE1
8309884730,2020-07-13,688,STORE,6723.50,PHP,IN1005,TYPE5
2456465146,2020-02-21,019,STORE,4631.75,PHP,IN1003,TYPE3
8053734056,2020-07-30,281,STORE,4541.75,PHP,IN1002,TYPE2
1675970343,2020-10-13,MOB,MOBILE,2732.00,PHP,IN1005,TYPE5
7553055101,2020-04-29,MOB,MOBILE,4865.00,PHP,IN1004,TYPE4
1479171388,2020-02-13,MOB,MOBILE,5328.50,PHP,IN1002,TYPE2
0001773049,2020-04-29,MOB,MOBILE,1211.00,PHP,IN1001,TYPE1
3683706107,2020-05-11,MOB,MOBILE,7845.50,PHP,IN1004,TYPE4
8037133314,2020-09-05,942,STORE,5412.50,PHP,IN1004,TYPE4
4168547399,2020-04-12,794,STORE,1173.00,PHP,IN1002,TYPE2
4006435654,2020-08-08,MOB,MOBILE,2725.25,PHP,IN1001,TYPE1
1782846779,2020-07-25,MOB,MOBILE,637.75,PHP,IN1005,TYPE5
7957797246,2020-04-22,MOB,MOBILE,8508.25,PHP,IN1004,TYPE4
1416588429,2020-01-14,MOB,MOBILE,1464.50,PHP,IN1005,TYPE5
8444833984,2020-02-22,286,STORE,8768.50,PHP,IN1005,TYPE5
4873022440,2020-09-17,MOB,MOBILE,1289.00,PHP,IN1005,TYPE5
0414200959,2020-12-12,MOB,MOBILE,4770.50,PHP,IN1005,TYPE5
6186254266,2020-06-13,209,STORE,2712.50,PHP,IN1004,TYPE4
0043300796,2020-10-21,MOB,MOBILE,7164.50,PHP,IN1004,TYPE4
9975348455,2020-10-14,139,STORE,6896.25,PHP,IN1001,TYPE1
5315160934,2020-12-04,586,STORE,6671.25,PHP,IN1004,TYPE4
